更新时间,#genre#
世界杯 沙特阿拉伯VS乌拉圭 智能字幕 05:30,http://flvzypull2mgsplive.miguvideo.com:80/mglive/duozimu01_221202.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495783&pid=2028597139&timestamp=20260615080257&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965337603&ParentNodeID=-99&assertID=7510495783&client_ip=171.8.79.254&SecurityKey=20260615080257&promotionId=&mvid=7510247557&mcid=500020&mpid=120000575531&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3beac1c39b735327f95b1bf82da2d25a&sv=10004&ct=android
世界杯 沙特阿拉伯VS乌拉圭 更衣室视角 05:45,http://flvhspull2mgsplive.miguvideo.com:80/mglive/mgss036_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494983&pid=2028597139&timestamp=20260615080258&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965309893&ParentNodeID=-99&assertID=7510494983&client_ip=171.8.79.254&SecurityKey=20260615080258&promotionId=&mvid=7510247157&mcid=500020&mpid=120000575531&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=7bd7f636c3bd65715fdaa37de507536d&sv=10004&ct=android
世界杯 沙特阿拉伯VS乌拉圭 粤语：陈曦 叶紫辰 05:30,http://flvzypull2mgsplive.miguvideo.com:80/mglive/mgss007_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495733&pid=2028597139&timestamp=20260615080257&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965337423&ParentNodeID=-99&assertID=7510495733&client_ip=171.8.79.254&SecurityKey=20260615080257&promotionId=&mvid=7510247532&mcid=500020&mpid=120000575531&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=751e6ad8906db8f2620c519733b7a7ea&sv=10004&ct=android
世界杯 沙特阿拉伯VS乌拉圭 赛场原声 05:45,http://flvzypull2mgsplive.miguvideo.com:80/mglive/mgss043_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495735&pid=2028597139&timestamp=20260615080257&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965337434&ParentNodeID=-99&assertID=7510495735&client_ip=171.8.79.254&SecurityKey=20260615080257&promotionId=&mvid=7510247533&mcid=500020&mpid=120000575531&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3824f55d8ce4796f31a3824d5fa41ce9&sv=10004&ct=android
世界杯 海地VS苏格兰 全场回放（AI智慧观赛） 08:30,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/426/5106605426/media/5106605426_5337672205_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777561&pid=2028597139&timestamp=20260615080227&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965359746&ParentNodeID=-99&assertID=5701777561&client_ip=171.8.79.254&SecurityKey=20260615080227&promotionId=&mvid=5106605426&mcid=1003&mpid=120000575535&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0e704dbd5b3f0b75b7b4168b7baed5cf&sv=10004&ct=android
世界杯 海地VS苏格兰 全场回放（智能解说） 08:30,http://mgsp.vod.miguvideo.com:8088/depository_eos_wxlz04/asset/zhengshi/5106/605/414/5106605414/media/5106605414_5337672033_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777607&pid=2028597139&timestamp=20260615080227&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965359669&ParentNodeID=-99&assertID=5701777607&client_ip=171.8.79.254&SecurityKey=20260615080227&promotionId=&mvid=5106605414&mcid=1003&mpid=120000575535&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=91f6f749f351ee9656fa91b44dbe1999&sv=10004&ct=android
世界杯 海地VS苏格兰 全场回放（涂远、鲁靖明、魏欣怡） 08:30,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/401/5106605401/media/5106605401_5337672462_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777641&pid=2028597139&timestamp=20260615080227&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965359899&ParentNodeID=-99&assertID=5701777641&client_ip=171.8.79.254&SecurityKey=20260615080227&promotionId=&mvid=5106605401&mcid=1003&mpid=120000575535&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4c4674218e4853ce4e2867b6f73a396e&sv=10004&ct=android
世界杯 海地VS苏格兰 纯享版回放（涂远、鲁靖明、魏欣怡） 08:30,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/407/5106605407/media/5106605407_5337673912_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777589&pid=2028597139&timestamp=20260615080227&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965360086&ParentNodeID=-99&assertID=5701777589&client_ip=171.8.79.254&SecurityKey=20260615080227&promotionId=&mvid=5106605407&mcid=1003&mpid=120000575535&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=662769ae51bdeed60671a149bbb79b83&sv=10004&ct=android
世界杯 澳大利亚VS土耳其 全场回放（AI智慧观赛） 11:55,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/438/5106605438/media/5106605438_5337693972_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777566&pid=2028597139&timestamp=20260615080230&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965363927&ParentNodeID=-99&assertID=5701777566&client_ip=171.8.79.254&SecurityKey=20260615080230&promotionId=&mvid=5106605438&mcid=1003&mpid=120000575536&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1897adcc70cabdba5c488e2c9069cc04&sv=10004&ct=android
世界杯 澳大利亚VS土耳其 全场回放（刘腾、徐云龙、程思钦） 11:55,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/485/5106605485/media/5106605485_5337679870_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777720&pid=2028597139&timestamp=20260615080229&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965363932&ParentNodeID=-99&assertID=5701777720&client_ip=171.8.79.254&SecurityKey=20260615080229&promotionId=&mvid=5106605485&mcid=1003&mpid=120000575536&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d378388470ab17f998a303edff26eb7d&sv=10004&ct=android
世界杯 澳大利亚VS土耳其 全场回放（智能解说） 11:55,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/439/5106605439/media/5106605439_5337680218_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777567&pid=2028597139&timestamp=20260615080230&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965364033&ParentNodeID=-99&assertID=5701777567&client_ip=171.8.79.254&SecurityKey=20260615080230&promotionId=&mvid=5106605439&mcid=1003&mpid=120000575536&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a4eae39492a9d34ab6df47f84a99256a&sv=10004&ct=android
世界杯 澳大利亚VS土耳其 全场回放（陈曦、叶紫辰） 11:55,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/486/5106605486/media/5106605486_5337679249_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777701&pid=2028597139&timestamp=20260615080229&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965363633&ParentNodeID=-99&assertID=5701777701&client_ip=171.8.79.254&SecurityKey=20260615080229&promotionId=&mvid=5106605486&mcid=1003&mpid=120000575536&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d2fc4a2ad4db6da35139da4204958cfc&sv=10004&ct=android
世界杯 澳大利亚VS土耳其 纯享版回放（刘腾、徐云龙、程思钦） 11:55,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/436/5106605436/media/5106605436_5337679969_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777565&pid=2028597139&timestamp=20260615080229&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965363912&ParentNodeID=-99&assertID=5701777565&client_ip=171.8.79.254&SecurityKey=20260615080229&promotionId=&mvid=5106605436&mcid=1003&mpid=120000575536&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=56f124b87fb7f0d3b666cb4033882c9a&sv=10004&ct=android
世界杯 瑞典VS突尼斯 AI智慧观赛 09:55,http://flvalipull2mgsplive.miguvideo.com:80/mglive/aigs03_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494265&pid=2028597139&timestamp=20260615080248&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965290858&ParentNodeID=-99&assertID=7510494265&client_ip=171.8.79.254&SecurityKey=20260615080248&promotionId=&mvid=7510246798&mcid=500020&mpid=120000575534&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9e58e8629349b6bc1c34bbb9fcce8246&sv=10004&ct=android
世界杯 瑞典VS突尼斯 智能字幕 09:30,http://flvctypull2mgsplive.miguvideo.com:80/mglive/duozimu01_221202.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494273&pid=2028597139&timestamp=20260615080249&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965290880&ParentNodeID=-99&assertID=7510494273&client_ip=171.8.79.254&SecurityKey=20260615080249&promotionId=&mvid=7510246802&mcid=500020&mpid=120000575534&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e479f44e6d6c5b1c76a05b5e70157733&sv=10004&ct=android
世界杯 瑞典VS突尼斯 粤语：江忠德 09:45,http://flvalipull2mgsplive.miguvideo.com:80/mglive/duozimu03_221202.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494271&pid=2028597139&timestamp=20260615080248&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965290874&ParentNodeID=-99&assertID=7510494271&client_ip=171.8.79.254&SecurityKey=20260615080248&promotionId=&mvid=7510246801&mcid=500020&mpid=120000575534&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=06c829ad2a83933aab4531421a198c62&sv=10004&ct=android
世界杯 瑞典VS突尼斯 苏东 徐阳 韩乔生 程思钦 09:30,http://flvalipull2mgsplive.miguvideo.com:80/mglive/vivid12_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494291&pid=2028597139&timestamp=20260615080248&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965290983&ParentNodeID=-99&assertID=7510494291&client_ip=171.8.79.254&SecurityKey=20260615080248&promotionId=&mvid=7510246811&mcid=500020&mpid=120000575534&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=40454bf87a5d1c146c1521874cba9188&sv=10004&ct=android
世界杯 瑞典VS突尼斯 赛场原声 09:45,http://flvctypull2mgsplive.miguvideo.com:80/mglive/mgss044_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494287&pid=2028597139&timestamp=20260615080249&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965290959&ParentNodeID=-99&assertID=7510494287&client_ip=171.8.79.254&SecurityKey=20260615080249&promotionId=&mvid=7510246809&mcid=500020&mpid=120000575534&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=706147f5b51d3c266b092e837da6fe48&sv=10004&ct=android
世界杯 科特迪瓦VS厄瓜多尔 AI智慧观赛 06:55,http://flvwspull2mgsplive.miguvideo.com:80/mglive/aigs01_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494313&pid=2028597139&timestamp=20260615080247&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965291182&ParentNodeID=-99&assertID=7510494313&client_ip=171.8.79.254&SecurityKey=20260615080247&promotionId=&mvid=7510246822&mcid=500020&mpid=120000575487&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ecafc3a2bb55b22e495b3ecf4cc4bd57&sv=10004&ct=android
世界杯 科特迪瓦VS厄瓜多尔 智能字幕 06:30,http://flvalipull2mgsplive.miguvideo.com:80/mglive/duozimu02_221202.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494317&pid=2028597139&timestamp=20260615080248&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965291194&ParentNodeID=-99&assertID=7510494317&client_ip=171.8.79.254&SecurityKey=20260615080248&promotionId=&mvid=7510246824&mcid=500020&mpid=120000575487&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=00cab5036a38f64fdc9059cc2c392aad&sv=10004&ct=android
世界杯 科特迪瓦VS厄瓜多尔 石庆圣 李彦 姚安妮 06:30,http://flvwspull2mgsplive.miguvideo.com:80/mglive/vivid21_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494375&pid=2028597139&timestamp=20260615080247&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965291396&ParentNodeID=-99&assertID=7510494375&client_ip=171.8.79.254&SecurityKey=20260615080247&promotionId=&mvid=7510246853&mcid=500020&mpid=120000575487&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c034df56dcdc9524cafb662655770580&sv=10004&ct=android
世界杯 科特迪瓦VS厄瓜多尔 粤语：陈曦 叶紫辰 06:30,http://flvalipull2mgsplive.miguvideo.com:80/mglive/mgss007_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494371&pid=2028597139&timestamp=20260615080247&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965291382&ParentNodeID=-99&assertID=7510494371&client_ip=171.8.79.254&SecurityKey=20260615080247&promotionId=&mvid=7510246851&mcid=500020&mpid=120000575487&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=cd58e26de80346922cf55e421d07ba12&sv=10004&ct=android
世界杯 科特迪瓦VS厄瓜多尔 赛场原声 06:45,http://flvalipull2mgsplive.miguvideo.com:80/mglive/mgss043_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494367&pid=2028597139&timestamp=20260615080248&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965291364&ParentNodeID=-99&assertID=7510494367&client_ip=171.8.79.254&SecurityKey=20260615080248&promotionId=&mvid=7510246849&mcid=500020&mpid=120000575487&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b6434dadad47fc31aeb3d4986e82b638&sv=10004&ct=android
世界杯 荷兰VS日本 AI智慧观赛 03:55,http://flvzypull2mgsplive.miguvideo.com:80/mglive/aigs03_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494417&pid=2028597139&timestamp=20260615080246&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965291506&ParentNodeID=-99&playbackbegin=20260615035500&playbackend=20260615070600&assertID=7510494417&client_ip=171.8.79.254&SecurityKey=20260615080246&promotionId=&mvid=7510246874&mcid=500020&mpid=120000575488&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=90243dd06a874f706d49fa0755e85392&sv=10004&ct=android
世界杯 荷兰VS日本 智能字幕 03:00,http://flvwspull2mgsplive.miguvideo.com:80/mglive/duozimu01_221202.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494439&pid=2028597139&timestamp=20260615080247&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965291552&ParentNodeID=-99&playbackbegin=20260615030000&playbackend=20260615070700&assertID=7510494439&client_ip=171.8.79.254&SecurityKey=20260615080247&promotionId=&mvid=7510246885&mcid=500020&mpid=120000575488&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f8cb431aad009389e8cdcb9dae008800&sv=10004&ct=android
世界杯 荷兰VS日本 粤语：叶紫辰 陆毅隽 03:30,http://flvwspull2mgsplive.miguvideo.com:80/mglive/mgss006_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494525&pid=2028597139&timestamp=20260615080247&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965292168&ParentNodeID=-99&playbackbegin=20260615033000&playbackend=20260615070700&assertID=7510494525&client_ip=171.8.79.254&SecurityKey=20260615080247&promotionId=&mvid=7510246928&mcid=500020&mpid=120000575488&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=6debb97a853aa70a624cd55a2b279196&sv=10004&ct=android
世界杯 荷兰VS日本 詹俊 张路 孙葆洁 李子琪 03:00,http://flvzypull2mgsplive.miguvideo.com:80/mglive/vivid12_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494529&pid=2028597139&timestamp=20260615080246&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965292197&ParentNodeID=-99&playbackbegin=20260615030000&playbackend=20260615070700&assertID=7510494529&client_ip=171.8.79.254&SecurityKey=20260615080246&promotionId=&mvid=7510246930&mcid=500020&mpid=120000575488&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d0218da21cf50857a7f3843858407d0b&sv=10004&ct=android
世界杯 荷兰VS日本 赛场原声 03:45,http://flvwspull2mgsplive.miguvideo.com:80/mglive/mgss042_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510494517&pid=2028597139&timestamp=20260615080247&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965292104&ParentNodeID=-99&playbackbegin=20260615034500&playbackend=20260615070500&assertID=7510494517&client_ip=171.8.79.254&SecurityKey=20260615080247&promotionId=&mvid=7510246924&mcid=500020&mpid=120000575488&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1c183699378821a14745ed79c0ea2bbd&sv=10004&ct=android
世界杯 西班牙VS佛得角 女声：沈云怡 兰子非 23:45,http://flvhspull2mgsplive.miguvideo.com:80/mglive/pcstation16_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495977&pid=2028597139&timestamp=20260615080254&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965342707&ParentNodeID=-99&assertID=7510495977&client_ip=171.8.79.254&SecurityKey=20260615080254&promotionId=&mvid=7510247654&mcid=500020&mpid=120000575532&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b08f2b19ae72a92276ab260195192a4f&sv=10004&ct=android
世界杯 西班牙VS佛得角 孙雷 徐阳 赵鹏 李子琪 23:00,http://flvhspull2mgsplive.miguvideo.com:80/mglive/vivid12_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495981&pid=2028597139&timestamp=20260615080253&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965342760&ParentNodeID=-99&assertID=7510495981&client_ip=171.8.79.254&SecurityKey=20260615080253&promotionId=&mvid=7510247656&mcid=500020&mpid=120000575532&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ee947bb17b489f708b55d4c62d6f456f&sv=10004&ct=android
世界杯 西班牙VS佛得角 新声代：张天翼 洪宇青 23:45,http://flvhspull2mgsplive.miguvideo.com:80/mglive/pcstation17_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495973&pid=2028597139&timestamp=20260615080254&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965342673&ParentNodeID=-99&assertID=7510495973&client_ip=171.8.79.254&SecurityKey=20260615080254&promotionId=&mvid=7510247652&mcid=500020&mpid=120000575532&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4818d1d1f8adb564dc35f59f0a22c96f&sv=10004&ct=android
世界杯 西班牙VS佛得角 智能字幕 23:00,http://flvhspull2mgsplive.miguvideo.com:80/mglive/duozimu01_221202.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495957&pid=2028597139&timestamp=20260615080254&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965342104&ParentNodeID=-99&assertID=7510495957&client_ip=171.8.79.254&SecurityKey=20260615080254&promotionId=&mvid=7510247644&mcid=500020&mpid=120000575532&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=32f9c74014a9dd559f683eee465400c5&sv=10004&ct=android
世界杯 西班牙VS佛得角 粤语：陈凯冬 陈熙荣 23:30,http://flvhspull2mgsplive.miguvideo.com:80/mglive/duozimu03_221202.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495955&pid=2028597139&timestamp=20260615080254&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965342092&ParentNodeID=-99&assertID=7510495955&client_ip=171.8.79.254&SecurityKey=20260615080254&promotionId=&mvid=7510247643&mcid=500020&mpid=120000575532&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=68dbc09fe45710fabf76fc51c0fb8bf0&sv=10004&ct=android
世界杯 西班牙VS佛得角 赛场原声 23:45,http://flvhspull2mgsplive.miguvideo.com:80/mglive/mgss041_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495971&pid=2028597139&timestamp=20260615080254&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965342657&ParentNodeID=-99&assertID=7510495971&client_ip=171.8.79.254&SecurityKey=20260615080254&promotionId=&mvid=7510247651&mcid=500020&mpid=120000575532&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ae914d815c0a8cd946b13b6fb9738192&sv=10004&ct=android
世界杯 西班牙VS佛得角 颜强 李欣 魏欣怡 23:00,http://flvhspull2mgsplive.miguvideo.com:80/mglive/vivid18_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510495979&pid=2028597139&timestamp=20260615080254&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965342736&ParentNodeID=-99&assertID=7510495979&client_ip=171.8.79.254&SecurityKey=20260615080254&promotionId=&mvid=7510247655&mcid=500020&mpid=120000575532&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4f52dc6dfc3ff3503bc6c90c29d227b8&sv=10004&ct=android
中乙 湖北青年星VS深圳二零二八 全场回放（官方解说） 19:20,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/570/5106605570/media/5106605570_5337698442_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777806&pid=2028597139&timestamp=20260615080241&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965370230&ParentNodeID=-99&assertID=5701777806&client_ip=171.8.79.254&SecurityKey=20260615080241&promotionId=&mvid=5106605570&mcid=1003&mpid=120000572007&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=28aa603f1d48cc51d4758ef1a10b72ec&sv=10004&ct=android
